GeneID	GeneName	seed	spikelet	stem
SORBI_3005G057900	SORBI_3005G057900	0.6		
SORBI_3005G058300	SORBI_3005G058300		3	
SORBI_3005G058350	SORBI_3005G058350		3	
SORBI_3005G058400	SORBI_3005G058400	69		
SORBI_3005G058500	SORBI_3005G058500	118		
SORBI_3005G058600	SORBI_3005G058600		5	
SORBI_3005G058800	SORBI_3005G058800	7	38	31
SORBI_3005G058900	SORBI_3005G058900	13	9	14
SORBI_3005G059100	SORBI_3005G059100	124	69	113
SORBI_3005G059200	SORBI_3005G059200	6	9	16
SORBI_3005G059300	SORBI_3005G059300		0.5	
SORBI_3005G059400	SORBI_3005G059400	2	2	5
SORBI_3005G059500	SORBI_3005G059500	20	39	49
SORBI_3005G059600	SORBI_3005G059600	30	40	38
SORBI_3005G059800	SORBI_3005G059800	7	11	19
SORBI_3005G059900	SORBI_3005G059900	0.5		
SORBI_3005G060100	SORBI_3005G060100	4	15	6
SORBI_3005G060300	SORBI_3005G060300	3	8	18
SORBI_3005G060400	SORBI_3005G060400	0.5	1	3
SORBI_3005G060600	SORBI_3005G060600	0.7		
SORBI_3005G060633	SORBI_3005G060633	2		
SORBI_3005G060666	SORBI_3005G060666			0.8
SORBI_3005G060700	SORBI_3005G060700		1	11
SORBI_3005G060766	SORBI_3005G060766	0.9	5	1
SORBI_3005G061000	SORBI_3005G061000	4	4	13
SORBI_3005G061033	SORBI_3005G061033	1	0.7	2
SORBI_3005G061200	SORBI_3005G061200	0.6	7	58
SORBI_3005G061300	SORBI_3005G061300	0.5	14	
SORBI_3005G061500	SORBI_3005G061500	13	36	72
SORBI_3005G061601	SORBI_3005G061601		2	
SORBI_3005G061700	SORBI_3005G061700		0.5	12
SORBI_3005G061801	SORBI_3005G061801	41	67	117
SORBI_3005G061900	SORBI_3005G061900	5	9	6
SORBI_3005G062000	SORBI_3005G062000	2	10	4
SORBI_3005G062100	SORBI_3005G062100		0.7	
SORBI_3005G062200	SORBI_3005G062200	23	39	50
SORBI_3005G062600	SORBI_3005G062600	12	28	20
SORBI_3005G062700	SORBI_3005G062700	39	52	66
SORBI_3005G062800	SORBI_3005G062800	13	14	11
SORBI_3005G062900	SORBI_3005G062900	1	0.9	10
SORBI_3005G063000	SORBI_3005G063000	15	63	49
SORBI_3005G063100	SORBI_3005G063100		0.5	0.5
SORBI_3005G063200	SORBI_3005G063200	8	25	11
SORBI_3005G063300	SORBI_3005G063300		19	2
SORBI_3005G063400	SORBI_3005G063400		3	0.5
SORBI_3005G063500	SORBI_3005G063500	4	17	22
SORBI_3005G063600	SORBI_3005G063600		1	2
SORBI_3005G063700	SORBI_3005G063700	8	9	11
SORBI_3005G063900	SORBI_3005G063900			8
SORBI_3005G064000	SORBI_3005G064000	19	24	32
SORBI_3005G064100	SORBI_3005G064100	20	15	31
SORBI_3005G064200	SORBI_3005G064200	127	20	16
SORBI_3005G064400	SORBI_3005G064400	25	1	
SORBI_3005G064500	SORBI_3005G064500	1	1	1
SORBI_3005G064600	SORBI_3005G064600	12	30	10
SORBI_3005G064700	SORBI_3005G064700	64	86	101
SORBI_3005G064800	SORBI_3005G064800	75	221	289
SORBI_3005G065000	SORBI_3005G065000			2
SORBI_3005G065100	SORBI_3005G065100	7	8	13
SORBI_3005G065200	SORBI_3005G065200	7	11	20
SORBI_3005G065300	SORBI_3005G065300		61	
SORBI_3005G065800	SORBI_3005G065800			0.6
SORBI_3005G066700	SORBI_3005G066700	7	8	10
SORBI_3005G066800	SORBI_3005G066800	0.5	1	2
SORBI_3005G066900	SORBI_3005G066900	8	13	15
SORBI_3005G067200	SORBI_3005G067200		15	
SORBI_3005G067400	SORBI_3005G067400	3	6	6
SORBI_3005G067600	SORBI_3005G067600			0.5
SORBI_3005G067966	SORBI_3005G067966	2	4	4
SORBI_3005G068200	SORBI_3005G068200	16	6	10
SORBI_3005G068300	SORBI_3005G068300	3	15	13
SORBI_3005G068500	SORBI_3005G068500		4	
SORBI_3005G068700	SORBI_3005G068700	11	19	28
SORBI_3005G068800	SORBI_3005G068800	5	4	4
SORBI_3005G070101	SORBI_3005G070101		1	
SORBI_3005G070301	SORBI_3005G070301	4	5	
SORBI_3005G070400	SORBI_3005G070400	13	64	31
SORBI_3005G070700	SORBI_3005G070700		2	
SORBI_3005G070800	SORBI_3005G070800		0.9	
SORBI_3005G070850	SORBI_3005G070850		1	
SORBI_3005G070901	SORBI_3005G070901		0.7	
SORBI_3005G070951	SORBI_3005G070951	3	1	3
SORBI_3005G071200	SORBI_3005G071200	30		
SORBI_3005G071300	SORBI_3005G071300	20		1
SORBI_3005G071800	SORBI_3005G071800		1	1
SORBI_3005G072100	SORBI_3005G072100	13	11	18
SORBI_3005G072200	SORBI_3005G072200	9	19	27
SORBI_3005G072300	SORBI_3005G072300		2	
SORBI_3005G072400	SORBI_3005G072400	9	4	6
SORBI_3005G072500	SORBI_3005G072500	28	40	39
SORBI_3005G072600	SORBI_3005G072600		5	1
SORBI_3005G072700	SORBI_3005G072700		1	2
SORBI_3005G072850	SORBI_3005G072850		0.7	
SORBI_3005G073200	SORBI_3005G073200	31	50	90
SORBI_3005G073300	SORBI_3005G073300	0.6		
SORBI_3005G073400	SORBI_3005G073400		1	3
SORBI_3005G073500	SORBI_3005G073500	67	14	25
SORBI_3005G073900	SORBI_3005G073900	2	3	7
SORBI_3005G074000	SORBI_3005G074000	5	7	11
SORBI_3005G074100	SORBI_3005G074100	21	37	43
SORBI_3005G074200	SORBI_3005G074200	1	6	4
SORBI_3005G074300	SORBI_3005G074300		3	
SORBI_3005G074400	SORBI_3005G074400	1031	378	431
SORBI_3005G074500	SORBI_3005G074500	38	38	52
SORBI_3005G074600	SORBI_3005G074600	6		
SORBI_3005G074700	SORBI_3005G074700	6		
SORBI_3005G074800	SORBI_3005G074800	11		
SORBI_3005G074900	SORBI_3005G074900	18		
SORBI_3005G075000	SORBI_3005G075000	85		
SORBI_3005G075100	SORBI_3005G075100	2	5	22
SORBI_3005G075400	SORBI_3005G075400	0.8	0.6	2
SORBI_3005G075500	SORBI_3005G075500	40	76	108
SORBI_3005G075600	SORBI_3005G075600	2	3	12
SORBI_3005G075700	SORBI_3005G075700			0.9
SORBI_3005G075800	SORBI_3005G075800	0.7	0.7	2
SORBI_3005G075900	SORBI_3005G075900	0.8	3	1
SORBI_3005G076100	SORBI_3005G076100	2	4	5
SORBI_3005G076301	SORBI_3005G076301		1	2
SORBI_3005G076400	SORBI_3005G076400		3	6
SORBI_3005G076500	SORBI_3005G076500	1	3	8
SORBI_3005G076600	SORBI_3005G076600	2	2	5
SORBI_3005G076650	SORBI_3005G076650	2	10	10
SORBI_3005G076700	SORBI_3005G076700	0.8	4	8
SORBI_3005G076800	SORBI_3005G076800	2	18	5
SORBI_3005G077400	SORBI_3005G077400	3	5	7
SORBI_3005G077466	SORBI_3005G077466	8	15	31
SORBI_3005G077532	SORBI_3005G077532		0.7	0.5
SORBI_3005G077600	SORBI_3005G077600		1	
SORBI_3005G077750	SORBI_3005G077750		4	
SORBI_3005G077800	SORBI_3005G077800	2	5	8
SORBI_3005G077900	SORBI_3005G077900	6		
SORBI_3005G077933	SORBI_3005G077933	4	7	12
SORBI_3005G078000	SORBI_3005G078000		2	
SORBI_3005G078200	SORBI_3005G078200	1	3	6
SORBI_3005G078300	SORBI_3005G078300		0.6	
SORBI_3005G078400	SORBI_3005G078400	3		
SORBI_3005G078500	SORBI_3005G078500	3		
SORBI_3005G078700	SORBI_3005G078700	0.7	2	3
SORBI_3005G078800	SORBI_3005G078800	9	30	30
SORBI_3005G078950	SORBI_3005G078950	2	3	4
SORBI_3005G079025	SORBI_3005G079025			0.5
SORBI_3005G079201	SORBI_3005G079201	3	5	7
SORBI_3005G079300	SORBI_3005G079300	1778	1	2
SORBI_3005G079500	SORBI_3005G079500		1	0.8
SORBI_3005G079700	SORBI_3005G079700	4	4	7
SORBI_3005G079800	SORBI_3005G079800	47	28	56
SORBI_3005G079900	SORBI_3005G079900	13	14	18
SORBI_3005G080000	SORBI_3005G080000		0.5	1
SORBI_3005G080025	SORBI_3005G080025		1	3
SORBI_3005G080050	SORBI_3005G080050	0.5	2	3
SORBI_3005G080200	SORBI_3005G080200	0.9	3	2
SORBI_3005G080600	SORBI_3005G080600		2	
SORBI_3005G080700	SORBI_3005G080700	1		
SORBI_3005G080800	SORBI_3005G080800	5		
SORBI_3005G080900	SORBI_3005G080900	53	38	56
SORBI_3005G081000	SORBI_3005G081000	1	1	2
SORBI_3005G081800	SORBI_3005G081800	13		
SORBI_3005G081900	SORBI_3005G081900	0.8		
SORBI_3005G082100	SORBI_3005G082100	0.6	4	2
SORBI_3005G082200	SORBI_3005G082200	17	36	51
SORBI_3005G082300	SORBI_3005G082300	25		
SORBI_3005G082400	SORBI_3005G082400	10		
SORBI_3005G082700	SORBI_3005G082700	11	2	2
SORBI_3005G083100	SORBI_3005G083100		0.8	
SORBI_3005G083220	SORBI_3005G083220		0.6	
SORBI_3005G083280	SORBI_3005G083280	0.9		
SORBI_3005G083400	SORBI_3005G083400	0.6	3	
SORBI_3005G083800	SORBI_3005G083800			0.5
SORBI_3005G083866	SORBI_3005G083866	1	3	4
SORBI_3005G084000	SORBI_3005G084000		0.6	4
SORBI_3005G084100	SORBI_3005G084100	23	24	50
SORBI_3005G084300	SORBI_3005G084300	1	4	
SORBI_3005G084400	SORBI_3005G084400	26	46	68
SORBI_3005G084500	SORBI_3005G084500	6	10	13
SORBI_3005G084600	SORBI_3005G084600	7	9	14
SORBI_3005G084800	SORBI_3005G084800	41	107	152
SORBI_3005G084850	SORBI_3005G084850		1	3
SORBI_3005G084900	SORBI_3005G084900	14	9	13
SORBI_3005G085000	SORBI_3005G085000	6	23	28
SORBI_3005G085200	SORBI_3005G085200	10	38	18
SORBI_3005G085500	SORBI_3005G085500	8	31	56
SORBI_3005G085600	SORBI_3005G085600	43	204	133
SORBI_3005G085700	SORBI_3005G085700	2	2	
SORBI_3005G085800	SORBI_3005G085800		2	1
SORBI_3005G086000	SORBI_3005G086000	17	2	3
SORBI_3005G086100	SORBI_3005G086100	3	4	12
SORBI_3005G086200	SORBI_3005G086200	31	84	136
SORBI_3005G086250	SORBI_3005G086250	0.9	2	2
SORBI_3005G086300	SORBI_3005G086300			0.5
SORBI_3005G086400	SORBI_3005G086400		0.6	0.6
SORBI_3005G086500	SORBI_3005G086500	34	91	77
SORBI_3005G086700	SORBI_3005G086700		0.8	
SORBI_3005G086900	SORBI_3005G086900	5	7	8
SORBI_3005G087000	SORBI_3005G087000	58	585	226
SORBI_3005G087100	SORBI_3005G087100	48	58	83
SORBI_3005G087200	SORBI_3005G087200		13	8
SORBI_3005G087300	SORBI_3005G087300	18	66	26
SORBI_3005G087400	SORBI_3005G087400	3	9	96
SORBI_3005G087600	SORBI_3005G087600			2
SORBI_3005G087666	SORBI_3005G087666	0.5		
SORBI_3005G087732	SORBI_3005G087732		3	
SORBI_3005G087800	SORBI_3005G087800		0.5	0.9
SORBI_3005G087900	SORBI_3005G087900	16	26	42
SORBI_3005G088100	SORBI_3005G088100			2
SORBI_3005G088200	SORBI_3005G088200	0.5		
SORBI_3005G088300	SORBI_3005G088300		0.6	2
SORBI_3005G088400	SORBI_3005G088400			0.5
SORBI_3005G088500	SORBI_3005G088500	0.5	8	2
SORBI_3005G088900	SORBI_3005G088900	12	17	26
SORBI_3005G089000	SORBI_3005G089000	8	15	23
SORBI_3005G089101	SORBI_3005G089101	64		
SORBI_3005G089200	SORBI_3005G089200			2
SORBI_3005G089600	SORBI_3005G089600	4	11	6
SORBI_3005G090200	SORBI_3005G090200	3	7	3
SORBI_3005G090300	SORBI_3005G090300	15	24	25
SORBI_3005G090401	SORBI_3005G090401	6	5	9
SORBI_3005G090500	SORBI_3005G090500	3		
SORBI_3005G090600	SORBI_3005G090600		4	84
SORBI_3005G090700	SORBI_3005G090700		0.6	0.6
SORBI_3005G090800	SORBI_3005G090800	4	9	10
SORBI_3005G090900	SORBI_3005G090900	14	14	18
SORBI_3005G091000	SORBI_3005G091000		1	3
SORBI_3005G091200	SORBI_3005G091200		2	
SORBI_3005G091300	SORBI_3005G091300	0.6	1	3
SORBI_3005G091400	SORBI_3005G091400		0.5	1
SORBI_3005G091500	SORBI_3005G091500	0.9	4	5
SORBI_3005G091600	SORBI_3005G091600	61	39	67
SORBI_3005G091700	SORBI_3005G091700	62	74	93
SORBI_3005G091900	SORBI_3005G091900		0.7	2
SORBI_3005G092000	SORBI_3005G092000	1	3	9
SORBI_3005G092100	SORBI_3005G092100		14	
SORBI_3005G092301	SORBI_3005G092301	2	2	2
SORBI_3005G092500	SORBI_3005G092500	0.6		
SORBI_3005G092600	SORBI_3005G092600	0.5	1	9
SORBI_3005G092700	SORBI_3005G092700	6	6	33
SORBI_3005G092800	SORBI_3005G092800	8	19	35
SORBI_3005G092900	SORBI_3005G092900		2	1
SORBI_3005G093000	SORBI_3005G093000			0.5
SORBI_3005G093200	SORBI_3005G093200		7	
SORBI_3005G093300	SORBI_3005G093300	5	12	24
SORBI_3005G093400	SORBI_3005G093400	5	28	65
SORBI_3005G093800	SORBI_3005G093800	0.6	3	2
SORBI_3005G093901	SORBI_3005G093901		0.5	
SORBI_3005G094001	SORBI_3005G094001	3	7	42
SORBI_3005G094200	SORBI_3005G094200	0.6	1	6
SORBI_3005G094500	SORBI_3005G094500	10	14	21
SORBI_3005G094800	SORBI_3005G094800	3	16	43
SORBI_3005G094900	SORBI_3005G094900			3
SORBI_3005G095700	SORBI_3005G095700	2	3	4
SORBI_3005G095900	SORBI_3005G095900	4	12	34
SORBI_3005G096000	SORBI_3005G096000	2	7	20
SORBI_3005G096101	SORBI_3005G096101	2	261	651
SORBI_3005G096201	SORBI_3005G096201	2	7	11
SORBI_3005G096300	SORBI_3005G096300	1	6	28
SORBI_3005G096400	SORBI_3005G096400	7	11	28
SORBI_3005G096450	SORBI_3005G096450	0.5	1	2
SORBI_3005G096600	SORBI_3005G096600	0.7	1	3
SORBI_3005G096700	SORBI_3005G096700	6	4	12
SORBI_3005G096800	SORBI_3005G096800	5	7	15
SORBI_3005G096932	SORBI_3005G096932	21	36	63
SORBI_3005G097700	SORBI_3005G097700		0.5	0.8
SORBI_3005G097800	SORBI_3005G097800		4	18
SORBI_3005G098000	SORBI_3005G098000	5	5	9
SORBI_3005G098100	SORBI_3005G098100		57	
SORBI_3005G098200	SORBI_3005G098200	0.6	2	3
SORBI_3005G098300	SORBI_3005G098300	2		
SORBI_3005G098400	SORBI_3005G098400		0.9	6
SORBI_3005G098501	SORBI_3005G098501		3	
SORBI_3005G098600	SORBI_3005G098600	3	4	5
SORBI_3005G098700	SORBI_3005G098700	52	0.9	0.5
SORBI_3005G098800	SORBI_3005G098800	10	12	24
SORBI_3005G098900	SORBI_3005G098900	19	41	54
SORBI_3005G099000	SORBI_3005G099000	14	3	5
SORBI_3005G099100	SORBI_3005G099100		0.5	
SORBI_3005G099150	SORBI_3005G099150	8	12	18
SORBI_3005G099200	SORBI_3005G099200	7	9	12
SORBI_3005G099300	SORBI_3005G099300		1	
SORBI_3005G099400	SORBI_3005G099400	1	1	1
SORBI_3005G099700	SORBI_3005G099700		2	0.8
SORBI_3005G100250	SORBI_3005G100250	10	13	15
SORBI_3005G100300	SORBI_3005G100300	2	10	8
SORBI_3005G100400	SORBI_3005G100400	2		
SORBI_3005G100500	SORBI_3005G100500	8	18	27
SORBI_3005G100600	SORBI_3005G100600	14	42	33
SORBI_3005G100700	SORBI_3005G100700	63	66	89
SORBI_3005G100800	SORBI_3005G100800	31	16	33
SORBI_3005G100900	SORBI_3005G100900	36	53	76
SORBI_3005G101200	SORBI_3005G101200	25	34	27
SORBI_3005G101300	SORBI_3005G101300		4	3
SORBI_3005G101400	SORBI_3005G101400	24	58	14
SORBI_3005G101500	SORBI_3005G101500	7		
SORBI_3005G101600	SORBI_3005G101600	4		
SORBI_3005G101700	SORBI_3005G101700	1		
SORBI_3005G101800	SORBI_3005G101800	1		0.5
SORBI_3005G101900	SORBI_3005G101900	4	19	33
SORBI_3005G102000	SORBI_3005G102000			0.6
SORBI_3005G102100	SORBI_3005G102100		4	9
SORBI_3005G102200	SORBI_3005G102200		2	3
SORBI_3005G102300	SORBI_3005G102300		4	
SORBI_3005G102350	SORBI_3005G102350	7	10	41
SORBI_3005G102451	SORBI_3005G102451	1		
SORBI_3005G102500	SORBI_3005G102500	15	20	13
SORBI_3005G102600	SORBI_3005G102600	3		
SORBI_3005G102800	SORBI_3005G102800	6	2	6
SORBI_3005G102900	SORBI_3005G102900	4	8	21
SORBI_3005G103100	SORBI_3005G103100			0.5
SORBI_3005G103300	SORBI_3005G103300	94	66	686
SORBI_3005G103400	SORBI_3005G103400	3	5	10
SORBI_3005G103500	SORBI_3005G103500	147	72	107
SORBI_3005G103600	SORBI_3005G103600	10	12	94
SORBI_3005G103700	SORBI_3005G103700	0.5	4	7
SORBI_3005G103900	SORBI_3005G103900	0.9	0.8	5
SORBI_3005G104100	SORBI_3005G104100	2	16	24
SORBI_3005G104300	SORBI_3005G104300	10	19	28
SORBI_3005G104400	SORBI_3005G104400	11	16	25
SORBI_3005G104500	SORBI_3005G104500	21	25	35
SORBI_3005G104800	SORBI_3005G104800		1	1
SORBI_3005G104900	SORBI_3005G104900		0.7	1
SORBI_3005G105000	SORBI_3005G105000	41	60	94
SORBI_3005G105300	SORBI_3005G105300	2	1	3
SORBI_3005G105500	SORBI_3005G105500	33	59	75
SORBI_3005G105550	SORBI_3005G105550	23	43	50
SORBI_3005G105600	SORBI_3005G105600	1		
SORBI_3005G105850	SORBI_3005G105850		4	8
SORBI_3005G106000	SORBI_3005G106000	0.9	0.9	1
SORBI_3005G106200	SORBI_3005G106200	28	34	44
SORBI_3005G106500	SORBI_3005G106500	21	30	50
SORBI_3005G106600	SORBI_3005G106600	11	19	32
SORBI_3005G106700	SORBI_3005G106700	0.8	5	
SORBI_3005G106900	SORBI_3005G106900	3	2	4
SORBI_3005G107200	SORBI_3005G107200		0.5	
SORBI_3005G107300	SORBI_3005G107300	6	27	81
SORBI_3005G107400	SORBI_3005G107400			6
SORBI_3005G107500	SORBI_3005G107500		8	17
SORBI_3005G108000	SORBI_3005G108000	20	19	28
SORBI_3005G108225	SORBI_3005G108225	20	39	48
SORBI_3005G108500	SORBI_3005G108500	1	2	3
SORBI_3005G108600	SORBI_3005G108600	12	4	3
SORBI_3005G108700	SORBI_3005G108700	0.9	6	1
SORBI_3005G108801	SORBI_3005G108801	30	45	48
SORBI_3005G109000	SORBI_3005G109000	2	7	4
SORBI_3005G109101	SORBI_3005G109101		0.5	0.8
SORBI_3005G109800	SORBI_3005G109800	13		
SORBI_3005G109900	SORBI_3005G109900	4		
SORBI_3005G110000	SORBI_3005G110000	67		
SORBI_3005G110120	SORBI_3005G110120		2	
SORBI_3005G110160	SORBI_3005G110160		0.9	
SORBI_3005G110200	SORBI_3005G110200	2	1	3
SORBI_3005G110400	SORBI_3005G110400	6	13	21
SORBI_3005G110409	SORBI_3005G110409	35	49	73
SORBI_3005G110421	SORBI_3005G110421	2		
SORBI_3005G110424	SORBI_3005G110424		0.8	
SORBI_3005G110427	SORBI_3005G110427	2	2	3
SORBI_3005G110430	SORBI_3005G110430	1		0.7
SORBI_3005G110436	SORBI_3005G110436		2	16
SORBI_3005G110439	SORBI_3005G110439	7	10	12
SORBI_3005G110442	SORBI_3005G110442	15	62	71
SORBI_3005G110445	SORBI_3005G110445	3		
SORBI_3005G110448	SORBI_3005G110448	2	0.8	
SORBI_3005G110457	SORBI_3005G110457			4
SORBI_3005G110460	SORBI_3005G110460	0.9	133	1
SORBI_3005G110466	SORBI_3005G110466	4		
SORBI_3005G110469	SORBI_3005G110469	2	24	152
SORBI_3005G110472	SORBI_3005G110472	18	22	35
SORBI_3005G110475	SORBI_3005G110475	0.6	0.7	1
SORBI_3005G110481	SORBI_3005G110481	27	25	32
SORBI_3005G110487	SORBI_3005G110487			1
SORBI_3005G110490	SORBI_3005G110490	0.9	0.8	11
SORBI_3005G110499	SORBI_3005G110499	78	103	107
SORBI_3005G110502	SORBI_3005G110502	6	16	30
SORBI_3005G110505	SORBI_3005G110505		2	
SORBI_3005G110508	SORBI_3005G110508			0.7
SORBI_3005G110523	SORBI_3005G110523	0.7	1	2
SORBI_3005G110526	SORBI_3005G110526	57	77	72
SORBI_3005G110532	SORBI_3005G110532			0.8
SORBI_3005G110535	SORBI_3005G110535	14	28	24
SORBI_3005G110541	SORBI_3005G110541	110	124	235
SORBI_3005G110544	SORBI_3005G110544	90	113	184
SORBI_3005G110547	SORBI_3005G110547	15	24	40
SORBI_3005G110550	SORBI_3005G110550	2	3	2
SORBI_3005G110553	SORBI_3005G110553	5	8	8
SORBI_3005G110559	SORBI_3005G110559		2	
SORBI_3005G110562	SORBI_3005G110562		0.6	2
SORBI_3005G110600	SORBI_3005G110600		3	16
SORBI_3005G110800	SORBI_3005G110800	195	293	264
SORBI_3005G110900	SORBI_3005G110900	2	6	14
SORBI_3005G111000	SORBI_3005G111000	4	5	5
SORBI_3005G111100	SORBI_3005G111100	327	457	435
SORBI_3005G111200	SORBI_3005G111200	5	40	29
SORBI_3005G111400	SORBI_3005G111400			1
SORBI_3005G111500	SORBI_3005G111500		1	1
SORBI_3005G111550	SORBI_3005G111550	2	5	8
SORBI_3005G111600	SORBI_3005G111600	8	18	20
SORBI_3005G111700	SORBI_3005G111700	92	113	49
SORBI_3005G111900	SORBI_3005G111900	29	60	50
SORBI_3005G112000	SORBI_3005G112000		3	2
SORBI_3005G112066	SORBI_3005G112066	2		
SORBI_3005G112100	SORBI_3005G112100	41	58	50
SORBI_3005G112300	SORBI_3005G112300	20	22	32
SORBI_3005G112500	SORBI_3005G112500		1	
SORBI_3005G112566	SORBI_3005G112566	25	38	53
SORBI_3005G112632	SORBI_3005G112632	24	33	41
SORBI_3005G112800	SORBI_3005G112800	233	1321	844
SORBI_3005G113300	SORBI_3005G113300	139	585	457
SORBI_3005G113533	SORBI_3005G113533	2	2	2
SORBI_3005G113766	SORBI_3005G113766	11	22	39
SORBI_3005G114000	SORBI_3005G114000		0.8	
SORBI_3005G114101	SORBI_3005G114101	2	3	3
SORBI_3005G114201	SORBI_3005G114201		3	
SORBI_3005G114300	SORBI_3005G114300		1	0.5
SORBI_3005G114400	SORBI_3005G114400	16	18	28
SORBI_3005G114500	SORBI_3005G114500	6	11	13
SORBI_3005G114600	SORBI_3005G114600	6	8	11
SORBI_3005G114800	SORBI_3005G114800	93	95	114
SORBI_3005G115400	SORBI_3005G115400	3	4	8
SORBI_3005G115500	SORBI_3005G115500	30	36	30
SORBI_3005G115600	SORBI_3005G115600	7	8	13
SORBI_3005G115800	SORBI_3005G115800		0.5	27
SORBI_3005G115900	SORBI_3005G115900	1	0.9	
SORBI_3005G116000	SORBI_3005G116000	15		
SORBI_3005G116100	SORBI_3005G116100	24	40	39
SORBI_3005G116200	SORBI_3005G116200	10	12	20
SORBI_3005G116250	SORBI_3005G116250	2		
SORBI_3005G116300	SORBI_3005G116300	0.5	1	0.9
SORBI_3005G116500	SORBI_3005G116500	0.8	2	5
SORBI_3005G116601	SORBI_3005G116601		13	5
SORBI_3005G116700	SORBI_3005G116700			0.5
SORBI_3005G116900	SORBI_3005G116900	3	8	12
SORBI_3005G117100	SORBI_3005G117100	0.5	10	16
SORBI_3005G117200	SORBI_3005G117200	7	15	16
SORBI_3005G117300	SORBI_3005G117300	16	24	29
SORBI_3005G117400	SORBI_3005G117400	1	2	2
SORBI_3005G117500	SORBI_3005G117500	3	3	4
SORBI_3005G118300	SORBI_3005G118300		0.6	0.7
SORBI_3005G118400	SORBI_3005G118400	2	6	6
SORBI_3005G118600	SORBI_3005G118600	5	7	10
SORBI_3005G118700	SORBI_3005G118700	1	7	23
SORBI_3005G118800	SORBI_3005G118800	2	7	7
SORBI_3005G118900	SORBI_3005G118900	2	7	7
SORBI_3005G119001	SORBI_3005G119001		0.7	
SORBI_3005G119100	SORBI_3005G119100		0.5	3
SORBI_3005G119250	SORBI_3005G119250	0.6		
SORBI_3005G119300	SORBI_3005G119300	0.5	1	2
SORBI_3005G119400	SORBI_3005G119400	0.6		0.8
SORBI_3005G120101	SORBI_3005G120101	0.9	1	3
SORBI_3005G120400	SORBI_3005G120400	1	54	
SORBI_3005G120500	SORBI_3005G120500	30	24	22
SORBI_3005G120600	SORBI_3005G120600	8	6	13
SORBI_3005G120700	SORBI_3005G120700	25	41	49
SORBI_3005G120800	SORBI_3005G120800	6	12	8
SORBI_3005G121100	SORBI_3005G121100	12	18	13
SORBI_3005G121200	SORBI_3005G121200	28	36	34
SORBI_3005G121500	SORBI_3005G121500	10	5	28
SORBI_3005G121600	SORBI_3005G121600			0.8
SORBI_3005G121700	SORBI_3005G121700		2	16
SORBI_3005G121800	SORBI_3005G121800	0.5	2	31
SORBI_3005G122000	SORBI_3005G122000	1	4	
SORBI_3005G122100	SORBI_3005G122100		61	
SORBI_3005G122300	SORBI_3005G122300	3	11	22
SORBI_3005G122400	SORBI_3005G122400	1		
SORBI_3005G122500	SORBI_3005G122500		0.6	0.9
SORBI_3005G122700	SORBI_3005G122700	5	8	13
SORBI_3005G122800	SORBI_3005G122800		0.9	11
SORBI_3005G122900	SORBI_3005G122900	3	3	5
SORBI_3005G123200	SORBI_3005G123200	3	9	10
SORBI_3005G123400	SORBI_3005G123400	9	13	14
SORBI_3005G123500	SORBI_3005G123500	14	3	4
SORBI_3005G124100	SORBI_3005G124100	3	20	15
SORBI_3005G124200	SORBI_3005G124200	0.5	4	6
SORBI_3005G124300	SORBI_3005G124300	2	4	3
SORBI_3005G124500	SORBI_3005G124500	2	8	8
SORBI_3005G124850	SORBI_3005G124850	0.5	9	1
SORBI_3005G125000	SORBI_3005G125000	2	4	5
SORBI_3005G125200	SORBI_3005G125200		7	
SORBI_3005G125300	SORBI_3005G125300	1		2
SORBI_3005G125400	SORBI_3005G125400		6	
SORBI_3005G126200	SORBI_3005G126200	0.7		
SORBI_3005G126300	SORBI_3005G126300	2	8	18
SORBI_3005G126401	SORBI_3005G126401	2	3	2
SORBI_3005G126600	SORBI_3005G126600	27	39	56
SORBI_3005G126701	SORBI_3005G126701	7		0.6
SORBI_3005G126800	SORBI_3005G126800	16	40	41
SORBI_3005G127000	SORBI_3005G127000	0.9	5	15
SORBI_3005G127100	SORBI_3005G127100	5	8	9
SORBI_3005G127200	SORBI_3005G127200			3
SORBI_3005G127300	SORBI_3005G127300	11	25	20
SORBI_3005G127800	SORBI_3005G127800			1
SORBI_3005G127900	SORBI_3005G127900	6	7	13
SORBI_3005G128000	SORBI_3005G128000	8	13	15
SORBI_3005G128100	SORBI_3005G128100	14	40	32
SORBI_3005G128400	SORBI_3005G128400	17	20	39
SORBI_3005G128550	SORBI_3005G128550		1	
SORBI_3005G128700	SORBI_3005G128700	1	1	3
SORBI_3005G128800	SORBI_3005G128800	43	65	105
SORBI_3005G128900	SORBI_3005G128900	0.9	27	
SORBI_3005G129000	SORBI_3005G129000	15	187	44
SORBI_3005G129100	SORBI_3005G129100		1	0.6
SORBI_3005G129201	SORBI_3005G129201	9	22	32
SORBI_3005G129400	SORBI_3005G129400	5	3	11
SORBI_3005G129600	SORBI_3005G129600	4	8	46
SORBI_3005G129700	SORBI_3005G129700	2	4	3
SORBI_3005G129900	SORBI_3005G129900	2		
SORBI_3005G130001	SORBI_3005G130001	1		
SORBI_3005G130100	SORBI_3005G130100		0.6	9
SORBI_3005G130200	SORBI_3005G130200	8	20	20
SORBI_3005G130400	SORBI_3005G130400		0.9	4
SORBI_3005G130450	SORBI_3005G130450		0.5	
SORBI_3005G130550	SORBI_3005G130550			2
