GeneID,Gene Name,floral meristem,flower,plant embryo,root,shoot,vegetative meristem
SORBI_3001G010100,SORBI_3001G010100,27,64,18,3,229,31
SORBI_3001G010200,SORBI_3001G010200,4,14,3,16,2,3
SORBI_3001G010300,SORBI_3001G010300,25,13,24,16,11,18
SORBI_3001G010400,SORBI_3001G010400,69,93,64,156,55,71
SORBI_3001G010500,SORBI_3001G010500,4,2,11,,,5
SORBI_3001G010600,SORBI_3001G010600,189,76,140,86,45,188
SORBI_3001G010700,SORBI_3001G010700,165,127,221,213,78,192
SORBI_3001G010800,SORBI_3001G010800,35,25,16,25,58,33
SORBI_3001G010900,SORBI_3001G010900,5,16,7,19,57,6
SORBI_3001G011000,SORBI_3001G011000,137,106,160,188,56,190
SORBI_3001G011100,SORBI_3001G011100,1,,,,1,0.2
SORBI_3001G011200,SORBI_3001G011200,223,132,208,202,104,263
SORBI_3001G011300,SORBI_3001G011300,54,23,18,23,48,50
SORBI_3001G011400,SORBI_3001G011400,2,44,0.4,6,29,2
SORBI_3001G011600,SORBI_3001G011600,22,24,16,3,129,21
SORBI_3001G011700,SORBI_3001G011700,23,17,19,84,136,24
SORBI_3001G011800,SORBI_3001G011800,12,6,3,7,10,13
SORBI_3001G012000,SORBI_3001G012000,2,0.8,,7,11,2
SORBI_3001G012100,SORBI_3001G012100,41,26,23,33,34,40
SORBI_3001G012200,SORBI_3001G012200,249,11,6,485,607,331
SORBI_3001G012300,CYP79A1,717,0.2,11,524,917,775
SORBI_3001G012400,UGT85B1,104,34,3,725,346,137
SORBI_3001G012500,SORBI_3001G012500,3578,121,70,1489,1105,3663
SORBI_3001G012600,SORBI_3001G012600,52,6,7,121,111,63
SORBI_3001G012700,SORBI_3001G012700,,17,3,2,8,
SORBI_3001G012800,SORBI_3001G012800,1,5,3,43,10,0.9
SORBI_3001G012900,SORBI_3001G012900,13,10,20,16,6,16
SORBI_3001G013000,SORBI_3001G013000,93,39,46,30,31,99
SORBI_3001G013100,SORBI_3001G013100,56,29,34,21,23,56
SORBI_3001G013200,SORBI_3001G013200,53,46,64,30,11,47
SORBI_3001G013300,SORBI_3001G013300,59,18,30,17,10,49
SORBI_3001G013400,SORBI_3001G013400,41,10,26,10,2,57
SORBI_3001G013500,SORBI_3001G013500,166,70,102,117,43,166
SORBI_3001G013600,SORBI_3001G013600,47,14,18,8,6,41
SORBI_3001G013701,SORBI_3001G013701,0.6,,,,,
SORBI_3001G013800,SORBI_3001G013800,42,16,11,81,6,35
SORBI_3001G013900,SORBI_3001G013900,8,1,5,1,3,7
SORBI_3001G014000,SORBI_3001G014000,2,4,0.9,38,20,2
SORBI_3001G014100,SORBI_3001G014100,43,22,28,26,15,36
SORBI_3001G014200,SORBI_3001G014200,56,84,95,75,47,45
SORBI_3001G014300,SORBI_3001G014300,37,27,21,20,12,36
SORBI_3001G014500,SORBI_3001G014500,125,38,46,44,20,117
SORBI_3001G014700,SORBI_3001G014700,,,0.5,5,,
SORBI_3001G014800,SORBI_3001G014800,75,111,110,167,93,83
SORBI_3001G014900,SORBI_3001G014900,20,8,40,11,19,21
SORBI_3001G015000,SORBI_3001G015000,0.4,8,1,0.2,0.2,0.3
SORBI_3001G015100,SORBI_3001G015100,4,26,3,69,20,7
SORBI_3001G015200,SORBI_3001G015200,6,10,11,2,49,7
SORBI_3001G015300,SORBI_3001G015300,1,0.5,2,0.2,2,0.9
SORBI_3001G015400,SORBI_3001G015400,43,26,51,35,18,49
SORBI_3001G015500,SORBI_3001G015500,18,7,28,16,10,17
SORBI_3001G015600,SORBI_3001G015600,0.3,62,0.9,,,
SORBI_3001G015700,SORBI_3001G015700,17,29,14,,23,14
SORBI_3001G015800,SORBI_3001G015800,40,23,27,41,18,38
SORBI_3001G016000,SORBI_3001G016000,33,21,29,25,13,29
SORBI_3001G016050,SORBI_3001G016050,0.4,,,,0.2,
SORBI_3001G016100,SORBI_3001G016100,2,2,1,,9,2
SORBI_3001G016200,SORBI_3001G016200,25,4,8,6,2,27
SORBI_3001G016201,SORBI_3001G016201,3,0.7,0.7,,2,3
SORBI_3001G016300,SORBI_3001G016300,0.8,,0.5,,,0.8
SORBI_3001G016350,SORBI_3001G016350,1,,0.4,0.1,,0.7
SORBI_3001G016400,SORBI_3001G016400,259,103,175,181,63,282
SORBI_3001G016500,SORBI_3001G016500,341,89,205,173,68,354
SORBI_3001G016600,SORBI_3001G016600,31,15,18,17,11,31
SORBI_3001G016700,SORBI_3001G016700,19,13,24,22,15,22
SORBI_3001G016800,SORBI_3001G016800,12,4,7,6,0.5,17
SORBI_3001G016900,SORBI_3001G016900,121,57,91,66,40,111
SORBI_3001G017000,SORBI_3001G017000,8,5,,0.4,76,5
SORBI_3001G017100,SORBI_3001G017100,296,121,255,153,50,212
SORBI_3001G017200,SORBI_3001G017200,71,93,135,63,33,68
SORBI_3001G017300,SORBI_3001G017300,10,9,13,3,12,9
SORBI_3001G017400,SORBI_3001G017400,0.6,1,3,3,2,0.1
SORBI_3001G017500,SORBI_3001G017500,0.1,,130,,,0.1
SORBI_3001G017600,SORBI_3001G017600,18,11,13,14,6,17
SORBI_3001G017700,SORBI_3001G017700,27,20,26,23,11,29
SORBI_3001G017800,SORBI_3001G017800,17,12,18,10,7,13
SORBI_3001G017900,SORBI_3001G017900,30,18,17,14,10,20
SORBI_3001G018000,SORBI_3001G018000,4,4,10,0.4,29,4
SORBI_3001G018100,SORBI_3001G018100,22,23,57,24,14,34
SORBI_3001G018200,SORBI_3001G018200,14,11,20,19,8,19
SORBI_3001G018300,SORBI_3001G018300,,,0.1,0.5,,
SORBI_3001G018400,SORBI_3001G018400,,,,0.1,0.1,0.1
SORBI_3001G018500,SORBI_3001G018500,121,166,152,126,55,146
SORBI_3001G018550,SORBI_3001G018550,4,1,4,2,0.8,3
SORBI_3001G018600,SORBI_3001G018600,,0.1,,1,,
SORBI_3001G018800,SORBI_3001G018800,426,503,337,521,242,532
SORBI_3001G018900,SORBI_3001G018900,1218,606,846,1132,368,1452
SORBI_3001G019100,SORBI_3001G019100,0.1,0.1,,,0.5,0.1
SORBI_3001G019200,SORBI_3001G019200,29,8,24,9,8,29
SORBI_3001G019300,SORBI_3001G019300,5,17,0.6,4,144,2
SORBI_3001G019400,SORBI_3001G019400,43,15,17,15,11,43
SORBI_3001G019500,SORBI_3001G019500,0.2,1,0.8,,1,0.2
SORBI_3001G019601,SORBI_3001G019601,7,6,2,4,2,4
SORBI_3001G019700,SORBI_3001G019700,2,2,5,6,4,1
SORBI_3001G019800,SORBI_3001G019800,31,22,54,20,13,35
SORBI_3001G019900,SORBI_3001G019900,75,58,58,59,24,63
SORBI_3001G020000,SORBI_3001G020000,80,32,77,43,24,84
SORBI_3001G020100,SORBI_3001G020100,24,27,20,25,42,23
SORBI_3001G020200,SORBI_3001G020200,0.1,0.9,0.4,0.4,0.2,
SORBI_3001G020350,SORBI_3001G020350,0.1,9,,23,0.5,
SORBI_3001G020500,SORBI_3001G020500,3,5,0.3,9,8,2
SORBI_3001G020600,SORBI_3001G020600,8,18,9,3,44,8
SORBI_3001G020700,SORBI_3001G020700,2,3,1,0.9,0.2,2
SORBI_3001G020800,SORBI_3001G020800,,,,,,0.1
SORBI_3001G021000,SORBI_3001G021000,49,48,59,19,45,48
SORBI_3001G021100,SORBI_3001G021100,0.3,0.1,,,,
SORBI_3001G021200,SORBI_3001G021200,,2,,,,
SORBI_3001G021300,SORBI_3001G021300,14,15,31,24,11,20
SORBI_3001G021400,SORBI_3001G021400,3,2,3,5,2,4
SORBI_3001G021500,SORBI_3001G021500,134,101,250,183,196,100
SORBI_3001G021601,SORBI_3001G021601,,1,,,4,0.2
SORBI_3001G021700,SORBI_3001G021700,26,8,7,7,4,23
SORBI_3001G021800,SORBI_3001G021800,23,8,11,4,8,19
SORBI_3001G021900,SORBI_3001G021900,5,0.4,0.6,3,0.1,2
SORBI_3001G022000,SORBI_3001G022000,21,11,5,7,3,19
SORBI_3001G022100,SORBI_3001G022100,17,24,12,15,8,17
SORBI_3001G022200,SORBI_3001G022200,0.3,0.3,0.5,0.8,2,0.3
SORBI_3001G022300,SORBI_3001G022300,17,37,26,19,7,20
SORBI_3001G022400,SORBI_3001G022400,9,6,1,17,7,7
SORBI_3001G022500,SORBI_3001G022500,64,30,51,25,65,62
SORBI_3001G022600,SORBI_3001G022600,118,63,83,120,109,135
SORBI_3001G022700,SORBI_3001G022700,0.4,,0.3,,,0.1
SORBI_3001G022800,SORBI_3001G022800,49,84,26,82,48,57
SORBI_3001G022900,SORBI_3001G022900,121,186,228,211,95,120
SORBI_3001G023000,SORBI_3001G023000,55,29,35,48,19,49
SORBI_3001G023100,SORBI_3001G023100,60,78,121,112,35,73
SORBI_3001G023200,SORBI_3001G023200,17,34,42,35,18,18
SORBI_3001G023300,SORBI_3001G023300,29,80,49,117,27,34
SORBI_3001G023400,SORBI_3001G023400,19,6,14,10,7,17
SORBI_3001G023500,SORBI_3001G023500,30,11,13,6,7,33
SORBI_3001G023600,SORBI_3001G023600,9,8,6,4,0.5,8
SORBI_3001G023700,SORBI_3001G023700,0.2,0.8,0.3,1,9,0.4
SORBI_3001G023800,SORBI_3001G023800,33,14,27,15,8,32
SORBI_3001G023900,SORBI_3001G023900,163,42,67,34,14,153
SORBI_3001G024000,SORBI_3001G024000,108,36,121,53,22,117
SORBI_3001G024100,SORBI_3001G024100,0.1,6,,,0.1,
SORBI_3001G024200,SORBI_3001G024200,56,28,9,28,19,66
SORBI_3001G024250,SORBI_3001G024250,1,169,,0.1,,0.3
SORBI_3001G024300,SORBI_3001G024300,,132,,,,
SORBI_3001G024400,SORBI_3001G024400,0.1,164,,,2,
SORBI_3001G024500,SORBI_3001G024500,0.2,9,0.3,32,24,0.1
SORBI_3001G024700,SORBI_3001G024700,,115,1,0.8,,
SORBI_3001G024800,SORBI_3001G024800,,113,,0.4,,
SORBI_3001G024900,SORBI_3001G024900,,191,,,,
SORBI_3001G025000,SORBI_3001G025000,89,41,70,45,24,98
SORBI_3001G025101,SORBI_3001G025101,,15,0.9,13,0.5,
SORBI_3001G025201,SORBI_3001G025201,,0.8,,0.5,,
SORBI_3001G025300,SORBI_3001G025300,2,15,8,15,7,2
SORBI_3001G025400,SORBI_3001G025400,19,64,25,54,106,23
SORBI_3001G025500,SORBI_3001G025500,49,112,35,96,50,34
SORBI_3001G025600,SORBI_3001G025600,133,143,169,145,77,161
SORBI_3001G025700,SORBI_3001G025700,25,32,30,20,15,25
SORBI_3001G025800,SORBI_3001G025800,15,7,12,4,10,12
SORBI_3001G025900,SORBI_3001G025900,10,2,5,3,0.8,13
SORBI_3001G026000,SORBI_3001G026000,34,47,161,71,30,38
SORBI_3001G026100,SORBI_3001G026100,,,0.4,,0.1,0.1
SORBI_3001G026200,SORBI_3001G026200,42,26,35,21,13,37
SORBI_3001G026300,SORBI_3001G026300,0.1,0.1,0.1,3,0.6,0.1
SORBI_3001G026400,SORBI_3001G026400,23,4,11,9,3,23
SORBI_3001G026500,SORBI_3001G026500,149,91,110,92,63,140
SORBI_3001G026600,SORBI_3001G026600,97,68,41,61,17,124
SORBI_3001G026700,SORBI_3001G026700,0.7,3,0.1,11,2,0.8
SORBI_3001G026800,SORBI_3001G026800,127,34,65,33,11,150
SORBI_3001G026900,SORBI_3001G026900,32,61,203,92,30,46
SORBI_3001G027100,FEN1-B,54,15,28,14,12,57
SORBI_3001G027200,SORBI_3001G027200,0.2,0.9,,23,,0.8
SORBI_3001G027300,SORBI_3001G027300,10,13,3,99,2,9
SORBI_3001G027400,SORBI_3001G027400,31,2,5,0.8,2,30
SORBI_3001G027500,SORBI_3001G027500,66,5,25,1,2,63
SORBI_3001G027600,SORBI_3001G027600,110,100,44,11,586,122
SORBI_3001G027700,SORBI_3001G027700,5,3,2,1,0.4,4
SORBI_3001G027800,SORBI_3001G027800,,1,0.6,3,1,0.5
SORBI_3001G027900,SORBI_3001G027900,,1,,0.2,0.1,0.2
SORBI_3001G028000,SORBI_3001G028000,15,9,7,14,6,12
SORBI_3001G028100,SORBI_3001G028100,146,65,47,10,338,94
SORBI_3001G028200,SORBI_3001G028200,0.4,0.4,0.3,0.1,2,0.3
SORBI_3001G028400,SORBI_3001G028400,45,50,52,47,25,38
SORBI_3001G028500,SORBI_3001G028500,13,21,6,17,18,8
SORBI_3001G028600,SORBI_3001G028600,2,,0.3,,,
SORBI_3001G028700,SORBI_3001G028700,17,8,3,7,6,15
SORBI_3001G028800,SORBI_3001G028800,21,43,,7,0.8,3
SORBI_3001G028900,SORBI_3001G028900,6,2,3,1,3,6
SORBI_3001G029000,SORBI_3001G029000,25,7,11,5,6,22
SORBI_3001G029100,SORBI_3001G029100,1,6,0.4,0.1,25,1
SORBI_3001G029200,SORBI_3001G029200,54,312,49,492,542,53
SORBI_3001G029300,SORBI_3001G029300,0.1,15,0.7,0.1,,0.1
SORBI_3001G029400,SORBI_3001G029400,20,19,18,18,10,19
SORBI_3001G029500,SORBI_3001G029500,,,1,7,0.4,0.2
SORBI_3001G029600,SORBI_3001G029600,4,8,2,,249,2
SORBI_3001G029700,SORBI_3001G029700,0.3,1,6,0.2,,0.1
SORBI_3001G029800,SORBI_3001G029800,10,2,5,8,1,16
SORBI_3001G029900,SORBI_3001G029900,3,1,0.8,8,1,3
SORBI_3001G030000,SORBI_3001G030000,79,66,100,68,37,73
SORBI_3001G030100,SORBI_3001G030100,19,4,2,3,3,15
SORBI_3001G030200,SORBI_3001G030200,6,2,4,0.9,27,6
SORBI_3001G030300,SORBI_3001G030300,72,102,122,109,33,91
SORBI_3001G030400,SORBI_3001G030400,79,15,56,33,9,62
SORBI_3001G030500,SORBI_3001G030500,,5,,,23,
SORBI_3001G030600,SORBI_3001G030600,,2,0.1,,0.3,
SORBI_3001G030900,SORBI_3001G030900,,,,,0.4,
SORBI_3001G031100,SORBI_3001G031100,65,76,73,83,50,70
SORBI_3001G031200,SORBI_3001G031200,31,33,27,34,23,36
SORBI_3001G031300,SORBI_3001G031300,63,23,22,9,77,30
SORBI_3001G031400,SORBI_3001G031400,42,9,10,14,9,31
SORBI_3001G031500,SORBI_3001G031500,2,0.8,2,0.7,0.6,3
SORBI_3001G031600,SORBI_3001G031600,36,34,56,27,19,29
SORBI_3001G031700,SORBI_3001G031700,130,2,129,42,2,124
SORBI_3001G031800,SORBI_3001G031800,4,3,0.6,5,2,4
SORBI_3001G031900,SORBI_3001G031900,9,19,16,24,9,11
SORBI_3001G032000,SORBI_3001G032000,0.3,9,1,4,19,1
SORBI_3001G032100,SORBI_3001G032100,63,77,14,35,41,37
SORBI_3001G032200,SORBI_3001G032200,48,42,49,17,54,56
SORBI_3001G032300,SORBI_3001G032300,0.1,0.2,,1,0.3,
SORBI_3001G032400,SORBI_3001G032400,0.2,0.9,0.2,,6,0.1
SORBI_3001G032550,SORBI_3001G032550,18,4,7,2,2,14
SORBI_3001G032700,SORBI_3001G032700,3,3,3,3,12,3
SORBI_3001G032800,SORBI_3001G032800,114,77,104,72,48,103
SORBI_3001G032850,SORBI_3001G032850,0.5,0.6,0.7,1,0.3,0.8
SORBI_3001G032900,SORBI_3001G032900,26,13,2,5,2,2
SORBI_3001G033000,SORBI_3001G033000,27,11,13,8,4,26
SORBI_3001G033100,SORBI_3001G033100,60,61,49,31,100,47
SORBI_3001G033200,SORBI_3001G033200,13,10,14,21,7,13
SORBI_3001G033300,SORBI_3001G033300,69,66,79,26,9,80
SORBI_3001G033400,SORBI_3001G033400,79,35,62,13,12,63
SORBI_3001G033500,SORBI_3001G033500,45,28,69,44,19,41
SORBI_3001G033600,SORBI_3001G033600,4,0.7,3,1,0.6,4
SORBI_3001G033701,SORBI_3001G033701,,1,,,,
SORBI_3001G033800,SORBI_3001G033800,2,0.6,0.2,0.1,1,3
SORBI_3001G033900,SORBI_3001G033900,15,3,10,2,2,14
SORBI_3001G034000,SORBI_3001G034000,8,2,3,0.8,1,6
SORBI_3001G034050,SORBI_3001G034050,,0.1,,,,
SORBI_3001G034100,SORBI_3001G034100,11,17,11,38,8,7
SORBI_3001G034200,SORBI_3001G034200,0.4,2,1,,,0.4
SORBI_3001G034300,SORBI_3001G034300,6,2,4,5,3,9
SORBI_3001G034400,SORBI_3001G034400,0.7,,,,,0.2
SORBI_3001G034500,SORBI_3001G034500,74,50,72,32,22,76
SORBI_3001G034600,SORBI_3001G034600,57,22,32,19,10,55
SORBI_3001G034700,SORBI_3001G034700,767,1456,874,1808,1300,971
SORBI_3001G034900,SORBI_3001G034900,0.8,4,0.2,1,1,0.2
SORBI_3001G035000,SORBI_3001G035000,2,6,12,2,0.1,0.8
SORBI_3001G035100,SORBI_3001G035100,2,2,4,2,0.1,0.2
SORBI_3001G035200,SORBI_3001G035200,64,40,71,44,25,62
SORBI_3001G035300,SORBI_3001G035300,,0.2,,7,0.1,
SORBI_3001G035400,SORBI_3001G035400,141,165,196,193,81,180
SORBI_3001G035450,SORBI_3001G035450,0.4,0.3,,0.3,0.3,
SORBI_3001G035500,SORBI_3001G035500,22,46,26,30,14,20
SORBI_3001G035600,SORBI_3001G035600,77,220,14,421,223,71
SORBI_3001G035700,SORBI_3001G035700,,,,,0.2,0.2
SORBI_3001G035800,SORBI_3001G035800,55,11,7,3,182,52
SORBI_3001G035900,SORBI_3001G035900,17,10,12,10,14,16
SORBI_3001G036050,SORBI_3001G036050,23,9,16,12,13,19
SORBI_3001G036200,SORBI_3001G036200,1,128,0.3,0.3,0.1,1
SORBI_3001G036300,SORBI_3001G036300,120,52,59,64,32,124
SORBI_3001G036400,SORBI_3001G036400,3,0.8,0.3,1,0.5,3
SORBI_3001G036600,SORBI_3001G036600,1,,,0.1,0.2,0.7
SORBI_3001G036700,SORBI_3001G036700,27,18,16,14,8,26
SORBI_3001G036800,SORBI_3001G036800,66,27,5,20,16,38
SORBI_3001G036900,SORBI_3001G036900,672,158,265,342,112,653
SORBI_3001G037000,SORBI_3001G037000,55,45,49,35,28,53
SORBI_3001G037033,SORBI_3001G037033,3,1,5,3,2,3
SORBI_3001G037066,SORBI_3001G037066,,582,2,,,
SORBI_3001G037100,SORBI_3001G037100,67,31,156,36,26,56
SORBI_3001G037150,SORBI_3001G037150,1,1,0.6,,,1
SORBI_3001G037200,SORBI_3001G037200,,,,2,,
SORBI_3001G037300,SORBI_3001G037300,,0.2,,2,,0.3
SORBI_3001G037400,SORBI_3001G037400,5,7,0.4,16,14,5
SORBI_3001G037500,SORBI_3001G037500,18,12,12,8,34,18
SORBI_3001G037550,SORBI_3001G037550,0.3,,,,,0.6
SORBI_3001G037600,SORBI_3001G037600,0.3,,,1,,0.5
SORBI_3001G037700,SORBI_3001G037700,,,,,,0.1
SORBI_3001G037800,SORBI_3001G037800,0.4,7,22,6,3,1
SORBI_3001G037900,SORBI_3001G037900,7,68,34,31,90,8
SORBI_3001G038000,SORBI_3001G038000,59,72,115,60,22,68
SORBI_3001G038050,SORBI_3001G038050,,0.5,,,,
SORBI_3001G038100,SORBI_3001G038100,50,25,37,30,17,50
SORBI_3001G038200,SORBI_3001G038200,79,55,231,95,8,76
SORBI_3001G038300,SORBI_3001G038300,41,79,16,287,121,36
SORBI_3001G038400,SORBI_3001G038400,0.1,,0.3,10,0.8,0.2
SORBI_3001G038450,SORBI_3001G038450,4,0.8,0.6,0.2,0.1,2
SORBI_3001G038500,SORBI_3001G038500,2,9,0.2,2,12,2
SORBI_3001G038601,SORBI_3001G038601,0.2,0.1,,,0.5,
SORBI_3001G038700,SORBI_3001G038700,0.5,2,0.3,6,6,0.2
SORBI_3001G038800,SORBI_3001G038800,92,31,96,22,21,86
SORBI_3001G038900,SORBI_3001G038900,10,3,4,9,1,3
SORBI_3001G039000,SORBI_3001G039000,0.1,0.1,,0.1,,
SORBI_3001G039100,SORBI_3001G039100,0.1,5,0.8,0.4,0.1,
SORBI_3001G039200,SORBI_3001G039200,,0.3,,10,0.1,
SORBI_3001G039300,SORBI_3001G039300,47,12,33,12,5,44
SORBI_3001G039400,SORBI_3001G039400,551,330,302,776,279,654
SORBI_3001G039500,SORBI_3001G039500,88,70,61,69,46,65
SORBI_3001G039600,SORBI_3001G039600,58,19,28,24,19,57
SORBI_3001G039700,SORBI_3001G039700,653,109,218,122,66,538
SORBI_3001G039750,SORBI_3001G039750,0.6,,0.8,0.2,,0.2
SORBI_3001G039800,SORBI_3001G039800,177,98,82,49,66,155
SORBI_3001G039900,SORBI_3001G039900,41,44,114,18,29,51
SORBI_3001G040000,SORBI_3001G040000,25,33,20,3,241,27
SORBI_3001G040100,SORBI_3001G040100,106,265,237,474,158,134
SORBI_3001G040200,SORBI_3001G040200,122,35,95,35,15,35
SORBI_3001G040300,SORBI_3001G040300,196,52,97,80,26,171
SORBI_3001G040400,SORBI_3001G040400,0.1,0.3,,1,,0.1
SORBI_3001G040500,SORBI_3001G040500,345,170,173,109,70,271
SORBI_3001G040600,SORBI_3001G040600,97,9,74,15,13,113
SORBI_3001G040701,SORBI_3001G040701,3,0.2,0.4,,0.4,1
SORBI_3001G040800,SORBI_3001G040800,308,546,451,439,342,313
SORBI_3001G040900,SORBI_3001G040900,,,0.2,,,
SORBI_3001G041000,SORBI_3001G041000,39,72,61,89,35,49
SORBI_3001G041100,SORBI_3001G041100,59,50,38,42,25,57
SORBI_3001G041200,SORBI_3001G041200,97,69,69,64,29,91
SORBI_3001G041300,SORBI_3001G041300,0.3,0.9,,,,0.1
SORBI_3001G041400,SORBI_3001G041400,53,18,39,18,12,40
SORBI_3001G041500,SORBI_3001G041500,4,2,4,2,3,4
SORBI_3001G041600,SORBI_3001G041600,,83,0.2,1,,
SORBI_3001G041700,SORBI_3001G041700,12,3,7,2,3,12
SORBI_3001G041800,SORBI_3001G041800,46,30,38,6,200,41
SORBI_3001G041900,SORBI_3001G041900,18,11,7,13,11,15
SORBI_3001G042000,SORBI_3001G042000,32,42,27,34,54,36
SORBI_3001G042200,SORBI_3001G042200,204,119,253,126,66,221
SORBI_3001G042301,SORBI_3001G042301,10,7,2,1,36,13
SORBI_3001G042400,SORBI_3001G042400,3,5,0.6,0.5,3,2
SORBI_3001G042500,SORBI_3001G042500,68,31,42,11,12,64
SORBI_3001G042600,SORBI_3001G042600,14,0.3,1,,0.2,13
SORBI_3001G042700,SORBI_3001G042700,5,0.2,0.3,,,5
SORBI_3001G042800,SORBI_3001G042800,22,16,22,5,8,15
SORBI_3001G042901,SORBI_3001G042901,0.1,0.3,,3,0.2,0.1
SORBI_3001G043000,SORBI_3001G043000,0.1,0.9,,7,5,0.2
SORBI_3001G043100,SORBI_3001G043100,32,21,30,26,18,32
SORBI_3001G043200,SORBI_3001G043200,13,6,10,5,2,12
SORBI_3001G043300,SORBI_3001G043300,4,0.3,0.8,0.5,0.3,3
SORBI_3001G043400,SORBI_3001G043400,71,49,65,57,55,62
SORBI_3001G043500,SORBI_3001G043500,21,56,16,7,12,24
SORBI_3001G043601,SORBI_3001G043601,45,41,23,20,21,40
SORBI_3001G043700,SORBI_3001G043700,28,6,25,9,2,29
SORBI_3001G043800,SORBI_3001G043800,61,64,51,62,80,63
SORBI_3001G043900,SORBI_3001G043900,35,21,24,13,8,31
SORBI_3001G044000,SORBI_3001G044000,4,3,2,6,4,4
SORBI_3001G044100,SORBI_3001G044100,,,,0.3,,
SORBI_3001G044200,SORBI_3001G044200,,,,1,0.2,
SORBI_3001G044300,SORBI_3001G044300,0.3,1,58,0.2,0.1,0.9
SORBI_3001G044400,SORBI_3001G044400,0.5,1,0.2,2,2,0.2
SORBI_3001G044500,SORBI_3001G044500,15,19,5,16,3,15
SORBI_3001G044600,SORBI_3001G044600,11,5,5,0.9,6,9
SORBI_3001G044700,SORBI_3001G044700,1,5,,,0.3,0.7
SORBI_3001G044800,SORBI_3001G044800,16,141,2,8,55,11
SORBI_3001G044900,SORBI_3001G044900,20,7,5,10,3,20
SORBI_3001G045000,SORBI_3001G045000,30,67,31,96,51,29
SORBI_3001G045100,SORBI_3001G045100,0.5,1,0.5,3,0.1,0.5
SORBI_3001G045300,SORBI_3001G045300,0.1,,0.1,0.6,0.2,0.2
SORBI_3001G045400,SORBI_3001G045400,0.1,10,,,,
SORBI_3001G045600,SORBI_3001G045600,12,134,7,89,70,6
SORBI_3001G045700,SORBI_3001G045700,252,69,178,21,49,218
SORBI_3001G045800,SORBI_3001G045800,,4,,2,,
SORBI_3001G046000,SORBI_3001G046000,8,22,46,3,64,8
SORBI_3001G046100,SORBI_3001G046100,95,100,116,128,49,130
SORBI_3001G046200,SORBI_3001G046200,34,7,8,4,5,25
SORBI_3001G046300,SORBI_3001G046300,139,93,172,113,44,155
SORBI_3001G046400,SORBI_3001G046400,941,29,216,20,18,911
SORBI_3001G046500,SORBI_3001G046500,7,1,14,0.3,2,9
SORBI_3001G046600,SORBI_3001G046600,0.1,9,0.2,,50,
SORBI_3001G046700,SORBI_3001G046700,5,103,1,0.1,2,5
SORBI_3001G046800,SORBI_3001G046800,0.8,7,0.2,100,46,5
SORBI_3001G046900,SORBI_3001G046900,11,234,0.4,1,2230,16
SORBI_3001G047000,SORBI_3001G047000,56,27,54,12,11,39
SORBI_3001G047100,SORBI_3001G047100,47,43,35,36,23,43
SORBI_3001G047200,SORBI_3001G047200,175,59,121,49,59,194
SORBI_3001G047400,SORBI_3001G047400,19,23,18,26,21,23
SORBI_3001G047600,SORBI_3001G047600,45,55,44,76,31,52
SORBI_3001G047700,SORBI_3001G047700,5,5,3,2,2,4
SORBI_3001G047800,SORBI_3001G047800,96,310,253,344,114,143
SORBI_3001G047900,SORBI_3001G047900,18,6,6,21,11,18
SORBI_3001G048000,SORBI_3001G048000,0.3,0.9,0.2,2,14,
SORBI_3001G048100,SORBI_3001G048100,128,108,96,77,77,126
SORBI_3001G048200,SORBI_3001G048200,16,33,25,73,46,15
SORBI_3001G048300,SORBI_3001G048300,1,3,0.9,0.6,0.4,1
SORBI_3001G048400,SORBI_3001G048400,2,16,3,0.1,76,3
SORBI_3001G048500,SORBI_3001G048500,,,0.3,,,
SORBI_3001G048600,SORBI_3001G048600,,3,,,1,
SORBI_3001G048700,SORBI_3001G048700,15,19,19,17,8,14
SORBI_3001G048766,SORBI_3001G048766,0.3,67,0.7,42,73,
SORBI_3001G048832,SORBI_3001G048832,37,106,91,133,68,53
SORBI_3001G048900,SORBI_3001G048900,66,1,8,0.6,7,4
SORBI_3001G049000,SORBI_3001G049000,0.6,0.4,0.9,,3,0.7
SORBI_3001G049200,SORBI_3001G049200,23,28,31,98,23,26
SORBI_3001G049300,SORBI_3001G049300,33,39,12,22,14,29
SORBI_3001G049400,SORBI_3001G049400,94,110,123,120,47,130
SORBI_3001G049500,SORBI_3001G049500,74,57,60,72,53,88
SORBI_3001G049600,SORBI_3001G049600,122,71,195,97,39,106
SORBI_3001G049700,SORBI_3001G049700,,0.3,,18,0.5,
SORBI_3001G049800,SORBI_3001G049800,48,9,38,14,10,48
SORBI_3001G049900,SORBI_3001G049900,0.1,,,6,0.3,
SORBI_3001G050100,SORBI_3001G050100,0.4,1,,24,1,
SORBI_3001G050200,SORBI_3001G050200,27,29,33,20,19,29
SORBI_3001G050300,SORBI_3001G050300,,147,0.1,,38,
SORBI_3001G050400,SORBI_3001G050400,12,15,14,9,4,14
SORBI_3001G050500,SORBI_3001G050500,44,44,30,15,6,42
SORBI_3001G050600,SORBI_3001G050600,45,21,49,30,16,44
SORBI_3001G050650,SORBI_3001G050650,,,0.7,,,
SORBI_3001G050700,SORBI_3001G050700,30,21,29,18,9,29
SORBI_3001G050800,SORBI_3001G050800,13,3,19,5,0.3,14
SORBI_3001G050900,SORBI_3001G050900,6,3,93,2,0.2,6
SORBI_3001G051100,SORBI_3001G051100,4,8,,,0.2,1
