GeneID	GeneName	leaf	early_infl	emer_infl	seed_5DAP	seed_10DAP	anther	pistil	embryo	endosperm
SORBI_3004G018100	SORBI_3004G018100	30	43	47	43	18	41	49	39	16
SORBI_3004G018200	SORBI_3004G018200	131	462	157	292	242	427	628	340	207
SORBI_3004G018300	SORBI_3004G018300	18	27	35	24	13	30	35	48	17
SORBI_3004G018400	SORBI_3004G018400	1241	3174	1702	2459	1202	1218	3943	3210	1079
SORBI_3004G018500	SORBI_3004G018500	10	10	4	9	3		20	4	16
SORBI_3004G018700	SORBI_3004G018700	35	30	22	22	23	7	72	5	11
SORBI_3004G018800	SORBI_3004G018800	8	20	12	12	9	4	21	23	16
SORBI_3004G018900	SORBI_3004G018900	1								
SORBI_3004G019100	SORBI_3004G019100	8								
SORBI_3004G019200	SORBI_3004G019200	13	23	29	30	25	30	22	40	11
SORBI_3004G019300	SORBI_3004G019300	3								
SORBI_3004G019400	SORBI_3004G019400	74								
SORBI_3004G019500	SORBI_3004G019500	3	4	4	4	2	3	4	5	1
SORBI_3004G019600	SORBI_3004G019600	53	112	105	151	68	53	135	107	94
SORBI_3004G019700	SORBI_3004G019700		10				1			
SORBI_3004G019800	SORBI_3004G019800	39	17	22	28	12	10	24	20	11
SORBI_3004G020000	SORBI_3004G020000	56	68	77	133	40	61	76	72	37
SORBI_3004G020100	SORBI_3004G020100	13	50	40	40	34	57	53	53	30
SORBI_3004G020200	SORBI_3004G020200			2	1	1	11			1
SORBI_3004G020300	SORBI_3004G020300	92	33	22	43	43	2	35	7	19
SORBI_3004G020401	SORBI_3004G020401	27	11	6	10	17		7		5
SORBI_3004G020600	SORBI_3004G020600		9	2	13	1		5	7	
SORBI_3004G020700	SORBI_3004G020700	24	95	54	94	28	25	100	56	29
SORBI_3004G020800	SORBI_3004G020800	6	4	8	6	2	3	3	6	2
SORBI_3004G020900	SORBI_3004G020900	5	15	33	29	10	19	34	29	14
SORBI_3004G021000	SORBI_3004G021000	25	69	98	58	17	122	89	63	16
SORBI_3004G021100	SORBI_3004G021100	40	62	99	70	24	56	86	72	29
SORBI_3004G021200	SORBI_3004G021200	26	36	37	31	19	15	36	27	20
SORBI_3004G021300	SORBI_3004G021300	111	72	62	88	45	85	128	138	35
SORBI_3004G021400	SORBI_3004G021400					6				
SORBI_3004G022300	SORBI_3004G022300						3			
SORBI_3004G022432	SORBI_3004G022432								3	
SORBI_3004G023000	SORBI_3004G023000	4	13	11	6	7	11	10	9	5
SORBI_3004G023100	SORBI_3004G023100	9	17	22	13	9	16	13	14	6
SORBI_3004G023200	SORBI_3004G023200	905	73	125	116	38	48	179	44	48
SORBI_3004G023400	SORBI_3004G023400	56	15	22	24	10	35	18	10	11
SORBI_3004G023700	SORBI_3004G023700	5	6	5	5	2	5	5	6	
SORBI_3004G023900	SORBI_3004G023900	73	75	96	104	133	102	80	88	172
SORBI_3004G024000	SORBI_3004G024000			2			157			
SORBI_3004G024100	SORBI_3004G024100		6	9	9	7	14	9	7	11
SORBI_3004G024200	SORBI_3004G024200	25	51	51	54	64	186	29	67	185
SORBI_3004G024300	SORBI_3004G024300	3	8	34		2			4	
SORBI_3004G024400	SORBI_3004G024400	1	29	31	61	11	17	70		4
SORBI_3004G024500	SORBI_3004G024500		7	5	12	2	9	18	4	1
SORBI_3004G024600	SORBI_3004G024600	220	68	73	110	36	11	102	73	28
SORBI_3004G024700	SORBI_3004G024700	8	14	17	21	16	35	14	18	12
SORBI_3004G024800	SORBI_3004G024800			3			181			
SORBI_3004G025000	SORBI_3004G025000	31	14	21	37	5	7	25	9	5
SORBI_3004G025100	SORBI_3004G025100		5	3	2	1	2	5	5	1
SORBI_3004G025200	SORBI_3004G025200		28	6	5	1	1	3	3	
SORBI_3004G025300	SORBI_3004G025300	12	29	25	32	14	39	29	35	10
SORBI_3004G025400	SORBI_3004G025400	27	20	20	18	14	13	11	25	7
SORBI_3004G025500	SORBI_3004G025500			83			7590	52	2	
SORBI_3004G025600	SORBI_3004G025600						103	1		
SORBI_3004G025700	SORBI_3004G025700	3	12	12	11	6	31	10	15	2
SORBI_3004G025800	SORBI_3004G025800	18	41	45	54	16	22	54	47	7
SORBI_3004G025900	SORBI_3004G025900	3	2	3	6	2	119	17	2	
SORBI_3004G026000	SORBI_3004G026000	6	3	7	12	6	2	5	5	4
SORBI_3004G026100	SORBI_3004G026100	3	11	8	7	5	7	11	10	4
SORBI_3004G026200	SORBI_3004G026200	6	18	13	13	11	13	15	13	13
SORBI_3004G026300	SORBI_3004G026300	71	3	12	4					
SORBI_3004G026400	SORBI_3004G026400	20	36	27	34	13	22	41	27	21
SORBI_3004G026500	SORBI_3004G026500	42	23	33	21	9	22	25	13	8
SORBI_3004G026600	SORBI_3004G026600		1	1	1	1	4		1	
SORBI_3004G026700	SORBI_3004G026700	84	19	19	24	7	17	23	1	4
SORBI_3004G027000	SORBI_3004G027000	23	92	56	70	18	39	107	52	20
SORBI_3004G027100	SORBI_3004G027100	23	64	68	66	26	37	69	67	24
SORBI_3004G027150	SORBI_3004G027150						3		2	
SORBI_3004G027200	SORBI_3004G027200	6	12	17	18	15	57	20	11	20
SORBI_3004G027300	SORBI_3004G027300	2	13	13	5	5	5	11	15	4
SORBI_3004G027400	SORBI_3004G027400	5	20	36	30	17	8	21	48	12
SORBI_3004G027500	SORBI_3004G027500	10	52	46	44	22	17	60	37	19
SORBI_3004G027600	SORBI_3004G027600	57	6	4	15	1	3	7	3	
SORBI_3004G027700	SORBI_3004G027700		4	4	2	1	4	6	5	
SORBI_3004G027800	SORBI_3004G027800	18	27	23	23	7	17	34	30	5
SORBI_3004G027900	SORBI_3004G027900	8	6	8	2		2	1	4	3
SORBI_3004G028000	SORBI_3004G028000	12	12	12	11	5	9	13	5	6
SORBI_3004G028100	SORBI_3004G028100	8	11	21	13	8	26	12	14	7
SORBI_3004G028200	SORBI_3004G028200	42	4		3			2	5	
SORBI_3004G028300	SORBI_3004G028300	64	7	5	16	5	3	10	17	5
SORBI_3004G028400	SORBI_3004G028400	28	154	90	175	36	21	199	89	30
SORBI_3004G028500	SORBI_3004G028500	130	18	38	58	30	108	53	53	51
SORBI_3004G028600	SORBI_3004G028600	11		1	1					3
SORBI_3004G028700	SORBI_3004G028700		4	7	46	8	2	55		49
SORBI_3004G028800	SORBI_3004G028800	11	28	25	25	32	49	37	23	80
SORBI_3004G028900	SORBI_3004G028900	3	73	71	12	11	26	11	14	12
SORBI_3004G028966	SORBI_3004G028966			3			2		2	
SORBI_3004G029032	SORBI_3004G029032						1710	11		
SORBI_3004G029100	SORBI_3004G029100								4	
SORBI_3004G029200	SORBI_3004G029200				2			4		
SORBI_3004G029500	SORBI_3004G029500				6					
SORBI_3004G029550	SORBI_3004G029550				5					
SORBI_3004G029601	SORBI_3004G029601				5					
SORBI_3004G029900	SORBI_3004G029900					2			14	
SORBI_3004G030000	SORBI_3004G030000	140	291	426	390	159	801	298	501	136
SORBI_3004G030100	SORBI_3004G030100	36	17	19	15	5	10	17	28	5
SORBI_3004G030200	SORBI_3004G030200	139	59	97	8	9	40	13	10	10
SORBI_3004G030300	SORBI_3004G030300		28	17	3			9		
SORBI_3004G030400	SORBI_3004G030400	2	8	9	7	5	7	7	9	3
SORBI_3004G030501	SORBI_3004G030501	1	10	6	11	2	17	8	8	3
SORBI_3004G030600	SORBI_3004G030600		8	6	4	1	6	6	8	2
SORBI_3004G030700	SORBI_3004G030700	19	66	37	62	14	30	75	29	10
SORBI_3004G030800	SORBI_3004G030800	5	13	15	15	8	6	12	19	5
SORBI_3004G030850	SORBI_3004G030850		2	1	1		1	2		
SORBI_3004G030900	SORBI_3004G030900	5	9	12	13	6	10	7	9	5
SORBI_3004G031100	SORBI_3004G031100	123	158	213	238	88	370	542	102	84
SORBI_3004G031200	SORBI_3004G031200	81	120	177	145	59	283	325	107	34
SORBI_3004G031300	SORBI_3004G031300	3	9	12	10	7	15	9	24	6
SORBI_3004G031400	SORBI_3004G031400	3	7	6	4	2		5	3	1
SORBI_3004G031501	SORBI_3004G031501		3	5	14	2	9	19		
SORBI_3004G031600	SORBI_3004G031600	9	9	17	31	8	14	12	10	7
SORBI_3004G031700	SORBI_3004G031700	14	18	31	19	20	25	30	36	20
SORBI_3004G031800	SORBI_3004G031800	24	104	103	77	37	74	89	55	32
SORBI_3004G031900	SORBI_3004G031900						53			
SORBI_3004G032000	SORBI_3004G032000	54	191	117	164	132	116	183	186	93
SORBI_3004G032100	SORBI_3004G032100	4	28	10	21	3	10	18	10	1
SORBI_3004G032200	SORBI_3004G032200	19	8	14	7	3	2	6	26	1
SORBI_3004G032300	SORBI_3004G032300	2			13			8	1	1
SORBI_3004G032400	SORBI_3004G032400	40	5	1	8	2	7	6	11	1
SORBI_3004G032500	SORBI_3004G032500	12	23	13	21	9	9	21	19	9
SORBI_3004G032600	SORBI_3004G032600						3			
SORBI_3004G032800	SORBI_3004G032800	2	3	3	3	11	18	3	8	8
SORBI_3004G032900	SORBI_3004G032900		9	5	13		11	11	16	
SORBI_3004G033000	SORBI_3004G033000	24	62	40	97	46	40	116	32	52
SORBI_3004G033100	SORBI_3004G033100	14	36	40	49	23	24	41	68	38
SORBI_3004G033200	SORBI_3004G033200	20	48	78	72	50	85	69	274	34
SORBI_3004G033300	SORBI_3004G033300	7	30	29	20	9	11	32	45	5
SORBI_3004G033400	SORBI_3004G033400				1		1			
SORBI_3004G033500	SORBI_3004G033500	2	5	14	18	7	18	13	24	5
SORBI_3004G033600	SORBI_3004G033600	23	31	46	34	22	26	40	51	22
SORBI_3004G033650	SORBI_3004G033650	2	3	5	4	4	7	5	7	4
SORBI_3004G033700	SORBI_3004G033700	95	31	75	52	17	105	32	19	15
SORBI_3004G033800	SORBI_3004G033800	1	5	4	8	3	5	7	4	1
SORBI_3004G033900	SORBI_3004G033900	7	3	3	2	2	1	4	2	2
SORBI_3004G034000	SORBI_3004G034000	20	6	7	10	25	4	7	9	36
SORBI_3004G034100	SORBI_3004G034100	2	2		5	2		6		2
SORBI_3004G034200	SORBI_3004G034200			1						
SORBI_3004G034300	SORBI_3004G034300	7	57	32	38	9	39	38	34	5
SORBI_3004G034400	SORBI_3004G034400	23	19	33	21	30	36	33	62	33
SORBI_3004G034500	SORBI_3004G034500	160	56	84	62	19	7	52	7	31
SORBI_3004G034600	SORBI_3004G034600	65	25	47	17	12	27	20	10	16
SORBI_3004G034700	SORBI_3004G034700	24	93	55	59	21	23	79	62	17
SORBI_3004G034800	SORBI_3004G034800	14	12	16	10	3	18	15	11	3
SORBI_3004G034900	SORBI_3004G034900	31	65	60	25	23	31	48	32	16
SORBI_3004G035000	SORBI_3004G035000	7	5	6	4	1	3	5	4	2
SORBI_3004G035100	SORBI_3004G035100	3	2	3	3		1	3	4	1
SORBI_3004G035200	SORBI_3004G035200	73	40	49	43	18	9	42	16	35
SORBI_3004G035300	SORBI_3004G035300	1	18	10	17	3	8	18	15	1
SORBI_3004G035400	SORBI_3004G035400	5	22	25	14	4	71	26	19	1
SORBI_3004G035500	SORBI_3004G035500	397		13			1			
SORBI_3004G035601	SORBI_3004G035601	5								
SORBI_3004G035750	SORBI_3004G035750	3								
SORBI_3004G035800	SORBI_3004G035800		104	16	133	72	5	292	35	28
SORBI_3004G035900	SORBI_3004G035900	48	4	6	24	2	8	34	3	6
SORBI_3004G036100	SORBI_3004G036100	167					2			
SORBI_3004G036200	SORBI_3004G036200	49		21						
SORBI_3004G036300	SORBI_3004G036300	11	15	24	23	26	25	24	33	35
SORBI_3004G036400	SORBI_3004G036400			5			232	2		
SORBI_3004G036500	SORBI_3004G036500		5	2			27	1		
SORBI_3004G036600	SORBI_3004G036600	22	55	65	190	10	49	53	55	12
SORBI_3004G036700	SORBI_3004G036700	7	35	34	39	25	6	30	47	16
SORBI_3004G036800	SORBI_3004G036800	1	48	28	39	33	7	40	37	18
SORBI_3004G036900	SORBI_3004G036900	9	31	9	8	8	8	11	5	4
SORBI_3004G037000	SORBI_3004G037000	2								
SORBI_3004G037100	SORBI_3004G037100								1	
SORBI_3004G037200	SORBI_3004G037200	35	73	78	54	34	135	83	147	14
SORBI_3004G037300	SORBI_3004G037300		6	8	19	8	22	14	27	65
SORBI_3004G037401	SORBI_3004G037401								1	27
SORBI_3004G037500	SORBI_3004G037500						2			
SORBI_3004G037600	SORBI_3004G037600	16	10	7	11	3	5	22	4	10
SORBI_3004G037700	SORBI_3004G037700	13	13	26	14	4	52	14	20	3
SORBI_3004G037800	SORBI_3004G037800	2	28	50	45	25	1	160	9	13
SORBI_3004G037900	SORBI_3004G037900	9	19	67	18	16	13	37	2	12
SORBI_3004G038000	SORBI_3004G038000	2	8	11	10	8	2	10	8	8
SORBI_3004G038100	SORBI_3004G038100	6	52	43	50	19	20	57	47	15
SORBI_3004G038200	SORBI_3004G038200	1	8	3	6	1		8		
SORBI_3004G038300	SORBI_3004G038300	3							1	1
SORBI_3004G038400	SORBI_3004G038400	1	45	38	64	27	239	58	3	25
SORBI_3004G038500	SORBI_3004G038500		4	4	6	5	43	3	5	2
SORBI_3004G038600	SORBI_3004G038600						3			
SORBI_3004G038800	SORBI_3004G038800	4	4	3	4	2	6	8	3	3
SORBI_3004G038900	SORBI_3004G038900		2	2	4	5		3	1	5
SORBI_3004G039100	SORBI_3004G039100	10	31	28	28	7	13	37	18	12
SORBI_3004G039200	SORBI_3004G039200	24	72	55	47	31	28	88	56	27
SORBI_3004G039300	SORBI_3004G039300	5	10	16	17	18	24	8	12	12
SORBI_3004G039400	SORBI_3004G039400	42	133	145	177	56	330	134	170	41
SORBI_3004G039500	SORBI_3004G039500	4	26	12	4			3		1
SORBI_3004G039600	SORBI_3004G039600	83	239	213	184	94	188	208	183	61
SORBI_3004G039700	SORBI_3004G039700	12	14	15	17	7	18	19	13	5
SORBI_3004G039900	SORBI_3004G039900	10	39	34	54	23	29	42	64	27
SORBI_3004G040000	SORBI_3004G040000	8	30	26	38	12	11	32	33	12
SORBI_3004G040100	SORBI_3004G040100	31	13	14	11	4		14	1	1
SORBI_3004G040200	SORBI_3004G040200	48	101	104	51	62	78	93	209	49
SORBI_3004G040300	SORBI_3004G040300	1	5	7	4	3	7	3	11	
SORBI_3004G040350	SORBI_3004G040350	18	16	21	19	12	23	13	52	7
SORBI_3004G040500	SORBI_3004G040500	17	38	53	28	22	45	31	26	17
SORBI_3004G040600	SORBI_3004G040600	32	28	32	26	7	11	24	19	3
SORBI_3004G040700	SORBI_3004G040700	3	7	12	16	4	19	11	10	5
SORBI_3004G040800	SORBI_3004G040800		4	4	2		2	1	4	
SORBI_3004G040900	SORBI_3004G040900	132	129	162	132	55	119	87	94	66
SORBI_3004G041000	SORBI_3004G041000		7	6	8	3	1	7	5	
SORBI_3004G041100	SORBI_3004G041100	1	22	10	11	6	9	19	8	6
SORBI_3004G041200	SORBI_3004G041200	2	5	7	7	5	4	5	7	5
SORBI_3004G041300	SORBI_3004G041300			1	2		6			
SORBI_3004G041500	SORBI_3004G041500	98	179	134	191	91	349	300	139	174
SORBI_3004G041700	SORBI_3004G041700		7					1		
SORBI_3004G041800	SORBI_3004G041800			58	12	2	3069	27		5
SORBI_3004G041900	SORBI_3004G041900		3	1	3			4	2	
SORBI_3004G042000	SORBI_3004G042000	8	31	23	52	10	35	53	31	6
SORBI_3004G042100	SORBI_3004G042100	11	21	38	8	70	62	17	215	96
SORBI_3004G042200	SORBI_3004G042200	70	73	63	53	19	84	88	49	25
SORBI_3004G042300	SORBI_3004G042300	20	13	32	7	7	11	5	3	12
SORBI_3004G042501	SORBI_3004G042501						42			
SORBI_3004G042600	SORBI_3004G042600	6	3	2	3	1	3	3	8	
SORBI_3004G042700	SORBI_3004G042700		5	18		3				3
SORBI_3004G042800	SORBI_3004G042800			5			84			
SORBI_3004G042900	SORBI_3004G042900	33	129	77	35	52	201	58	131	35
SORBI_3004G043001	SORBI_3004G043001	3	1	6	10	2	15	8		3
SORBI_3004G043101	SORBI_3004G043101						1			
SORBI_3004G043200	SORBI_3004G043200	1	8	6	7	1	5	6	3	1
SORBI_3004G043500	SORBI_3004G043500		2		1		1	2	1	
SORBI_3004G043600	SORBI_3004G043600	2	8	10	13	4	20	6	12	2
SORBI_3004G043750	SORBI_3004G043750	6	55	43	39	20	22	71	55	24
SORBI_3004G044000	SORBI_3004G044000	25	13	9	18			14	1	2
SORBI_3004G044100	SORBI_3004G044100	6	24	25	8	2	12	9	7	
SORBI_3004G044200	SORBI_3004G044200	42	14	21	23	5	1	13	6	2
SORBI_3004G044250	SORBI_3004G044250	1	4	1	9	1		6		
SORBI_3004G044300	SORBI_3004G044300	4	27	24	5		1	23	1	
SORBI_3004G044401	SORBI_3004G044401	1		1			3	1	1	
SORBI_3004G044900	SORBI_3004G044900	11	9	15	23	3	5	16	11	2
SORBI_3004G045000	SORBI_3004G045000								2	
SORBI_3004G045100	SORBI_3004G045100		2	1	2	1	2	2	4	
SORBI_3004G045200	SORBI_3004G045200		1	1	2	1		3	2	
SORBI_3004G045300	SORBI_3004G045300	9	19	33	46	22	75	24	39	14
SORBI_3004G045400	SORBI_3004G045400	92	496	288	637	105	102	521	257	116
SORBI_3004G045500	SORBI_3004G045500		18	2	5			5		
SORBI_3004G045566	SORBI_3004G045566	4	8	7	10	6	7	6		4
SORBI_3004G045632	SORBI_3004G045632		2	3	7	3	18	5	7	2
SORBI_3004G045700	SORBI_3004G045700			1	1		2	2	4	
SORBI_3004G045900	SORBI_3004G045900		2	3				1		
SORBI_3004G046001	SORBI_3004G046001	1	3	4	1		5	1		
SORBI_3004G046100	SORBI_3004G046100	1	1	73	1					2
SORBI_3004G046200	SORBI_3004G046200			23						
SORBI_3004G046400	SORBI_3004G046400			10						
SORBI_3004G046500	SORBI_3004G046500	116	7	19	11	4	9	8	6	6
SORBI_3004G046700	SORBI_3004G046700			1			4			
SORBI_3004G046800	SORBI_3004G046800			2			13			
SORBI_3004G046900	SORBI_3004G046900						1			
SORBI_3004G047001	SORBI_3004G047001	9	13	8	19	3	14	24	4	6
SORBI_3004G047100	SORBI_3004G047100		26	10	30	2	8	35	19	2
SORBI_3004G047200	SORBI_3004G047200	25	163	120	145	47	56	152	161	44
SORBI_3004G047300	SORBI_3004G047300		1		1					
SORBI_3004G047400	SORBI_3004G047400	11	43	30	60	19	35	77	18	22
SORBI_3004G047500	SORBI_3004G047500	5	67	46	74	16	12	79	63	8
SORBI_3004G047600	SORBI_3004G047600		6	35	2		1			
SORBI_3004G047700	SORBI_3004G047700	30	20	34	40	17	28	33	44	17
SORBI_3004G047800	SORBI_3004G047800		26	16	16	7	31	23	29	5
SORBI_3004G047900	SORBI_3004G047900	1		5	2	2	3	2	119	24
SORBI_3004G048000	SORBI_3004G048000	10	61	63	56	22	12	42	37	22
SORBI_3004G048100	SORBI_3004G048100				2					
SORBI_3004G048300	SORBI_3004G048300				51	24		2		6
SORBI_3004G048400	SORBI_3004G048400				607	124			2	97
SORBI_3004G048500	SORBI_3004G048500				188					
SORBI_3004G048700	SORBI_3004G048700	9	20	40	30	20	38	21	30	23
SORBI_3004G048800	SORBI_3004G048800	32	95	80	69	41	62	95	106	37
SORBI_3004G048900	SORBI_3004G048900			2			50			
SORBI_3004G049000	SORBI_3004G049000			1						
SORBI_3004G049100	SORBI_3004G049100	13	12	10	12	10	6	17	11	13
SORBI_3004G049200	SORBI_3004G049200		7	5	6	2	8	5	8	2
SORBI_3004G049300	SORBI_3004G049300						74			
SORBI_3004G049400	SORBI_3004G049400	13	4		15	2		7	9	6
SORBI_3004G049500	SORBI_3004G049500	11	14	21	11	10	5	14	9	11
SORBI_3004G049600	SORBI_3004G049600		2	3				2	7	
SORBI_3004G049700	SORBI_3004G049700	32	67	106	94	39	55	78	88	32
SORBI_3004G049800	SORBI_3004G049800	1	12	4	3		4	4		
SORBI_3004G049900	SORBI_3004G049900	152	207	227	182	123	168	201	103	98
SORBI_3004G050000	SORBI_3004G050000	193	167	198	178	122	181	149	64	99
SORBI_3004G050100	SORBI_3004G050100	359	219	202	213	210	161	204	72	139
SORBI_3004G050200	SORBI_3004G050200			3		1				4
SORBI_3004G050300	SORBI_3004G050300	2	34	21	20	30	21	21	24	18
SORBI_3004G050400	SORBI_3004G050400		3	5	2		5		1	
SORBI_3004G050700	SORBI_3004G050700		8	1						
SORBI_3004G050800	SORBI_3004G050800		3	1		1				
SORBI_3004G050900	SORBI_3004G050900			2			16			
SORBI_3004G051000	SORBI_3004G051000	2	5	2	2			9	2	
SORBI_3004G051100	SORBI_3004G051100	333		13			1			
SORBI_3004G051133	SORBI_3004G051133			10			3			
SORBI_3004G051166	SORBI_3004G051166			3	1			2		
SORBI_3004G051200	SORBI_3004G051200	12	39	38	25	24	32	32	27	16
SORBI_3004G051300	SORBI_3004G051300	15	62	118	95	15	9	53	44	16
SORBI_3004G051401	SORBI_3004G051401		10	2	11	4		5	3	
SORBI_3004G051500	SORBI_3004G051500						3			
SORBI_3004G051600	SORBI_3004G051600		2	5	2		9	3	3	
SORBI_3004G051700	SORBI_3004G051700	20	33	57	22	10	18	11	22	13
SORBI_3004G051800	SORBI_3004G051800		2	2				3		
SORBI_3004G051900	SORBI_3004G051900	4	67	30	25	4	2	120	24	
SORBI_3004G052000	SORBI_3004G052000	4	2	3	16	1		5	2	
SORBI_3004G052100	SORBI_3004G052100	11		1						
SORBI_3004G052200	SORBI_3004G052200		14	4	5	2	2	20	25	
SORBI_3004G052401	SORBI_3004G052401	5								
SORBI_3004G052600	SORBI_3004G052600			3			24		1	
SORBI_3004G052800	SORBI_3004G052800		13	3	4	2		12	4	2
SORBI_3004G052900	SORBI_3004G052900	12	9	21	14	13	14	6	20	9
SORBI_3004G053000	SORBI_3004G053000	31	32	60	42	42	19	33	33	24
SORBI_3004G053100	SORBI_3004G053100		5	5	6	1	3	7	6	
SORBI_3004G053300	SORBI_3004G053300	16	304	109	211	45	75	187	62	25
SORBI_3004G053400	SORBI_3004G053400	1	5	2	3		2	4	12	1
SORBI_3004G053500	SORBI_3004G053500	28	103	100	77	64	95	76	96	38
SORBI_3004G053600	SORBI_3004G053600		2	3	3		6	2	2	
SORBI_3004G053700	SORBI_3004G053700	17	21	6	8	4	3	23	15	6
SORBI_3004G053900	SORBI_3004G053900		17	13	22	1	13	16	14	
SORBI_3004G054000	SORBI_3004G054000		27	5	11	4	2	8	34	3
SORBI_3004G054100	SORBI_3004G054100	10	13	13	10	4	20	12	6	4
SORBI_3004G054200	SORBI_3004G054200	2	37	13	12	2	2	16	6	
SORBI_3004G054300	SORBI_3004G054300	6	32	32	39	7	12	22	32	7
SORBI_3004G054400	SORBI_3004G054400	51	6	18	15	10	29	9	7	6
SORBI_3004G054500	SORBI_3004G054500	301	85	127	74	23	26	56	30	11
SORBI_3004G054600	SORBI_3004G054600		4	4	6	1	5	8	4	1
SORBI_3004G054700	SORBI_3004G054700	11	37	30	58	12	54	41	25	11
SORBI_3004G054900	SORBI_3004G054900			6			59		2	1
SORBI_3004G055000	SORBI_3004G055000	24	4	7	8	6	4	6	9	3
SORBI_3004G055100	SORBI_3004G055100	21	73	37	95	39	72	55	55	21
SORBI_3004G055200	SORBI_3004G055200	433	327	355	474	400	496	348	418	172
SORBI_3004G055300	SORBI_3004G055300									1
SORBI_3004G055500	SORBI_3004G055500	20	10	18	11	8	10	9	9	6
SORBI_3004G055600	SORBI_3004G055600	38	8	18	5	5	5	5	1	4
SORBI_3004G055700	SORBI_3004G055700	15	85	100	124	29	146	81	98	31
SORBI_3004G055800	SORBI_3004G055800	11	37	38	56	12	29	59	50	20
SORBI_3004G056000	SORBI_3004G056000			10	111	28		105		8
SORBI_3004G056100	SORBI_3004G056100				1		1	1		
SORBI_3004G056300	SORBI_3004G056300	1	4	41	5	1	10	2	2	2
SORBI_3004G056400	SORBI_3004G056400	39	124	115	238	99	289	140	207	54
SORBI_3004G056500	SORBI_3004G056500				1			11		
SORBI_3004G056600	SORBI_3004G056600		1		2			1		
SORBI_3004G056700	SORBI_3004G056700				11					
SORBI_3004G056800	SORBI_3004G056800	2					8	1		
SORBI_3004G056900	SORBI_3004G056900	12844	122	319	128	104	39	111		43
SORBI_3004G057000	SORBI_3004G057000						12			
SORBI_3004G057100	SORBI_3004G057100	7	21	25	23	14	16	18	18	7
SORBI_3004G057200	SORBI_3004G057200	28	34	73	29	18	71	30	15	17
SORBI_3004G057300	SORBI_3004G057300			5			19		2	
SORBI_3004G057400	SORBI_3004G057400	22	31	45	28	22	29	42	24	23
SORBI_3004G057700	SORBI_3004G057700		25	4	2	2	1	29	55	1
SORBI_3004G057800	SORBI_3004G057800	7	10	14	19	10	12	15	18	11
SORBI_3004G057900	SORBI_3004G057900	2	2	3	4	4	1	3	9	3
SORBI_3004G058000	SORBI_3004G058000	3	2	1	3					3
SORBI_3004G058050	SORBI_3004G058050	3	1		1			1		
SORBI_3004G058200	SORBI_3004G058200	40	57	68	65	18	35	57	52	27
SORBI_3004G058300	SORBI_3004G058300		1							
SORBI_3004G058400	SORBI_3004G058400	19	14	13	14	2	4	12	11	3
SORBI_3004G058500	SORBI_3004G058500	27	22	41	33	18	14	23	17	14
SORBI_3004G058600	SORBI_3004G058600	23	65	160	85	81	142	57	573	75
SORBI_3004G058700	SORBI_3004G058700	20	16	3				2	7	
SORBI_3004G058800	SORBI_3004G058800				1	1				3
SORBI_3004G058900	SORBI_3004G058900	7	38	36	20	32	2	25	13	36
SORBI_3004G059000	SORBI_3004G059000	12	32	24	19	10	21	39	16	12
SORBI_3004G059100	SORBI_3004G059100	1	49	23	30	13	16	56	49	10
SORBI_3004G059200	SORBI_3004G059200			1			54			
SORBI_3004G059300	SORBI_3004G059300	2	2	4	5	2	1	4	3	2
SORBI_3004G059400	SORBI_3004G059400	10	14	34	20	9	26	21	32	12
SORBI_3004G059600	SORBI_3004G059600	17	1	17	2	2	19	2		
SORBI_3004G059800	SORBI_3004G059800	87		3						
SORBI_3004G059900	SORBI_3004G059900	65	53	92	144	46	47	191	44	70
SORBI_3004G060000	SORBI_3004G060000	2	3	1						
SORBI_3004G060100	SORBI_3004G060100	152	317	277	164	78	501	184	318	44
SORBI_3004G060300	SORBI_3004G060300	12	35	41	44	13	64	32	27	9
SORBI_3004G060400	SORBI_3004G060400			1	3		186	1		
SORBI_3004G060500	SORBI_3004G060500	58	110	75	113	58	217	110	56	39
SORBI_3004G060600	SORBI_3004G060600	15	26	18	24	10	12	28	21	16
SORBI_3004G060832	SORBI_3004G060832	20	1		6		3	18		9
SORBI_3004G060900	SORBI_3004G060900	15	66	38	29	16	7	34	45	8
SORBI_3004G061100	SORBI_3004G061100				1					
SORBI_3004G061200	SORBI_3004G061200	21	58	58	43	26	54	56	32	36
SORBI_3004G061400	SORBI_3004G061400	6	69	84	39	33	36	47	32	37
SORBI_3004G061500	SORBI_3004G061500		4	2						
SORBI_3004G061600	SORBI_3004G061600		8	2	2			5		
SORBI_3004G061800	SORBI_3004G061800	26	44	41	46	19	40	51	36	16
SORBI_3004G061900	SORBI_3004G061900	16	66	65	44	16	51	63	71	18
SORBI_3004G062000	SORBI_3004G062000			1			1			
SORBI_3004G062100	SORBI_3004G062100		22							
SORBI_3004G062200	SORBI_3004G062200		1	1	2		8	2		
SORBI_3004G062300	SORBI_3004G062300			16			793	6		
SORBI_3004G062400	SORBI_3004G062400	40	129	95	210	54	34	128	92	49
SORBI_3004G062500	SORBI_3004G062500	52	49	231	33	5	86	17	3	5
SORBI_3004G062600	SORBI_3004G062600		5	9	12	2	26	14	6	2
SORBI_3004G062800	SORBI_3004G062800	6	8	6	6	4	4	6	6	2
SORBI_3004G062900	SORBI_3004G062900	4	16	5	5	3	1	5	4	
SORBI_3004G063000	SORBI_3004G063000	15	2	32	2		22	8		4
